KURS;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;10000IDR;100INR;100KRW;1CNY;1XDR;nrtabeli;peˆnynumertabeli;;;;;;;;
27.03.2023;0,1266;4,3518;2,8933;0,5544;3,1710;2,6997;3,2668;4,6856;1,2145;4,7500;5,3364;0,1258;3,3204;0,1970;0,6288;3,1217;0,4133;0,4185;0,9485;2,3957;0,2279;1,2271;0,5369;0,0802;0,2363;0,2379;0,8295;0,9832;2,8706;5,2859;0,3345;0,6325;5,8503;60;060/A/NBP/2023;;;;;;;;
28.03.2023;0,1262;4,3300;2,8887;0,5516;3,1648;2,6927;3,2579;4,6816;1,2152;4,7205;5,3242;0,1258;3,3039;0,1971;0,6283;3,1441;0,4141;0,4177;0,9462;2,3936;0,2266;1,2213;0,5375;0,0795;0,2361;0,2368;0,8334;0,9832;2,8701;5,2670;0,3331;0,6288;5,8308;61;061/A/NBP/2023;;;;;;;;
29.03.2023;0,1265;4,3247;2,8833;0,5509;3,1785;2,6954;3,2526;4,6850;1,2308;4,7012;5,3302;0,1258;3,2767;0,1978;0,6288;3,1591;0,4159;0,4153;0,9468;2,3954;0,2260;1,2125;0,5425;0,0794;0,2386;0,2382;0,8372;0,9782;2,8707;5,2526;0,3318;0,6278;5,8110;62;062/A/NBP/2023;;;;;;;;
30.03.2023;0,1258;4,3043;2,8881;0,5483;3,1797;2,6876;3,2421;4,6801;1,2284;4,6980;5,3177;0,1258;3,2475;0,1990;0,6282;3,1601;0,4131;0,4139;0,9457;2,3929;0,2247;1,2035;0,5425;0,0791;0,2386;0,2387;0,8381;0,9740;2,8606;5,2388;0,3317;0,6260;5,8049;63;063/A/NBP/2023;;;;;;;;
31.03.2023;0,1256;4,2934;2,8715;0,5469;3,1676;2,6881;3,2296;4,6755;1,2278;4,6856;5,3107;0,1258;3,2163;0,1987;0,6277;3,1570;0,4117;0,4152;0,9445;2,3905;0,2239;1,1880;0,5437;0,0790;0,2375;0,2410;0,8428;0,9720;2,8633;5,2218;0,3290;0,6248;5,7797;64;064/A/NBP/2023;;;;;;;;
03.04.2023;0,1255;4,3168;2,8918;0,5499;3,1998;2,6917;3,2407;4,6805;1,2308;4,7033;5,3236;0,1258;3,2345;0,1994;0,6283;3,1434;0,4142;0,4156;0,9472;2,3931;0,2248;1,1997;0,5430;0,0789;0,2400;0,2410;0,8525;0,9763;2,8835;5,2416;0,3280;0,6266;5,7897;65;065/A/NBP/2023;;;;;;;;
04.04.2023;0,1252;4,2855;2,8904;0,5458;3,1923;2,6959;3,2305;4,6785;1,2425;4,6989;5,3462;0,1160;3,2244;0,1996;0,6279;3,1336;0,4160;0,4138;0,9481;2,3921;0,2229;1,1944;0,5286;0,0785;0,2375;0,2404;0,8462;0,9725;2,8765;5,2127;0,3257;0,6228;5,7885;66;066/A/NBP/2023;;;;;;;;
05.04.2023;0,1261;4,2739;2,8628;0,5444;3,1727;2,6991;3,2248;4,6803;1,2411;4,7240;5,3379;0,1158;3,2522;0,1997;0,6282;3,1348;0,4112;0,4140;0,9489;2,3930;0,2220;1,1911;0,5288;0,0785;0,2357;0,2393;0,8426;0,9717;2,8636;5,2133;0,3256;0,6212;5,7886;67;067/A/NBP/2023;;;;;;;;
06.04.2023;0,1263;4,3033;2,8828;0,5480;3,1922;2,7041;3,2376;4,6902;1,2427;4,7570;5,3648;0,1165;3,2749;0,2002;0,6295;3,1331;0,4120;0,4128;0,9500;2,3981;0,2234;1,1976;0,5312;0,0789;0,2349;0,2366;0,8548;0,9775;2,8856;5,2504;0,3258;0,6255;5,7874;68;068/A/NBP/2023;;;;;;;;
07.04.2023;0,1259;4,2932;2,8671;0,5469;3,1779;2,6888;3,2274;4,6862;1,2461;4,7486;5,3404;0,1167;3,2574;0,2001;0,6289;3,1304;0,4102;0,4115;0,9490;2,3961;0,2229;1,1904;0,5244;0,0788;0,2357;0,2353;0,8485;0,9752;2,8788;5,2427;0,3260;0,6245;5,7895;69;069/A/NBP/2023;;;;;;;;
11.04.2023;0,1254;4,2917;2,8621;0,5467;3,1791;2,6701;3,2225;4,6810;1,2439;4,7467;5,3369;0,1163;3,2244;0,1997;0,6283;3,1269;0,4085;0,4107;0,9490;2,3933;0,2225;1,1830;0,5240;0,0782;0,2368;0,2339;0,8470;0,9717;2,8837;5,2256;0,3245;0,6234;5,7816;70;070/A/NBP/2023;;;;;;;;
12.04.2023;0,1248;4,2713;2,8445;0,5441;3,1715;2,6436;3,2069;4,6660;1,2402;4,7301;5,3041;0,1157;3,1917;0,1987;0,6263;3,1253;0,4049;0,4109;0,9449;2,3857;0,2212;1,1593;0,5299;0,0773;0,2358;0,2318;0,8533;0,9680;2,8705;5,2037;0,3218;0,6206;5,7672;71;071/A/NBP/2023;;;;;;;;
13.04.2023;0,1239;4,2225;2,8392;0,5379;3,1500;2,6333;3,1857;4,6511;1,2404;4,7361;5,2874;0,1143;3,1708;0,1992;0,6242;3,1069;0,4055;0,4082;0,9409;2,3780;0,2184;1,1541;0,5251;0,0764;0,2333;0,2312;0,8584;0,9592;2,8625;5,1566;0,3224;0,6142;5,7367;72;072/A/NBP/2023;;;;;;;;
14.04.2023;0,1233;4,2042;2,8441;0,5356;3,1544;2,6436;3,1706;4,6494;1,2438;4,7334;5,2565;0,1138;3,1730;0,1992;0,6240;3,1183;0,4073;0,4099;0,9407;2,3772;0,2170;1,1491;0,5285;0,0760;0,2325;0,2320;0,8531;0,9548;2,8600;5,1452;0,3226;0,6135;5,7053;73;073/A/NBP/2023;;;;;;;;
17.04.2023;0,1230;4,2261;2,8309;0,5383;3,1625;2,6179;3,1723;4,6341;1,2422;4,7222;5,2310;0,1144;3,1547;0,1983;0,6219;3,0956;0,4060;0,4085;0,9374;2,3694;0,2182;1,1617;0,5302;0,0756;0,2346;0,2325;0,8607;0,9557;2,8575;5,1560;0,3219;0,6150;5,6772;74;074/A/NBP/2023;;;;;;;;
18.04.2023;0,1231;4,2151;2,8397;0,5369;3,1534;2,6178;3,1656;4,6286;1,2456;4,7031;5,2428;0,1147;3,1419;0,1981;0,6211;3,0919;0,4035;0,4097;0,9372;2,3665;0,2172;1,1553;0,5264;0,0751;0,2342;0,2318;0,8530;0,9502;2,8394;5,1382;0,3202;0,6130;5,6876;75;075/A/NBP/2023;;;;;;;;
19.04.2023;0,1225;4,2244;2,8328;0,5381;3,1472;2,6132;3,1610;4,6278;1,2272;4,7023;5,2529;0,1144;3,1315;0,1972;0,6211;3,0955;0,4011;0,4087;0,9379;2,3661;0,2177;1,1558;0,5315;0,0751;0,2333;0,2310;0,8473;0,9521;2,8457;5,1384;0,3168;0,6124;5,6907;76;076/A/NBP/2023;;;;;;;;
20.04.2023;0,1221;4,2024;2,8199;0,5354;3,1194;2,5927;3,1503;4,6109;1,2176;4,6914;5,2296;0,1138;3,1206;0,1961;0,6187;3,0842;0,3967;0,4066;0,9352;2,3575;0,2166;1,1490;0,5291;0,0749;0,2325;0,2312;0,8279;0,9474;2,8309;5,1152;0,3175;0,6106;5,6774;77;077/A/NBP/2023;;;;;;;;
21.04.2023;0,1222;4,2006;2,8094;0,5353;3,1077;2,5771;3,1469;4,6039;1,2181;4,7010;5,2086;0,1137;3,1401;0,1955;0,6177;3,0795;0,3945;0,4070;0,9316;2,3539;0,2165;1,1478;0,5294;0,0750;0,2333;0,2318;0,8319;0,9466;2,8297;5,1146;0,3161;0,6099;5,6730;78;078/A/NBP/2023;;;;;;;;
24.04.2023;0,1218;4,1905;2,8024;0,5339;3,0968;2,5755;3,1398;4,6129;1,2240;4,7116;5,2176;0,1135;3,1204;0,1968;0,6190;3,0732;0,3963;0,4073;0,9355;2,3585;0,2159;1,1468;0,5220;0,0752;0,2335;0,2311;0,8298;0,9443;2,8226;5,1139;0,3140;0,6076;5,6646;79;079/A/NBP/2023;;;;;;;;
25.04.2023;0,1213;4,1649;2,7762;0,5306;3,0699;2,5684;3,1183;4,5980;1,2202;4,6993;5,1958;0,1128;3,1055;0,1959;0,6168;3,0592;0,3942;0,4059;0,9319;2,3509;0,2146;1,1468;0,5115;0,0750;0,2319;0,2289;0,8272;0,9360;2,8056;5,0849;0,3117;0,6023;5,6414;80;080/A/NBP/2023;;;;;;;;
26.04.2023;0,1215;4,1557;2,7448;0,5294;3,0503;2,5471;3,1137;4,5887;1,2216;4,6702;5,1861;0,1125;3,1120;0,1954;0,6157;3,0694;0,3912;0,4025;0,9288;2,3461;0,2139;1,1425;0,5114;0,0747;0,2303;0,2274;0,8222;0,9323;2,8013;5,0826;0,3109;0,6005;5,6186;81;081/A/NBP/2023;;;;;;;;
27.04.2023;0,1217;4,1541;2,7498;0,5292;3,0483;2,5559;3,1110;4,5915;1,2300;4,6550;5,1805;0,1125;3,1030;0,1954;0,6160;3,0630;0,3916;0,4025;0,9292;2,3476;0,2138;1,1440;0,5160;0,0746;0,2289;0,2276;0,8235;0,9316;2,8254;5,0845;0,3101;0,6001;5,6205;82;082/A/NBP/2023;;;;;;;;
28.04.2023;0,1225;4,1753;2,7483;0,5320;3,0565;2,5590;3,1239;4,5889;1,2302;4,6619;5,2005;0,1136;3,0800;0,1954;0,6157;3,0777;0,3881;0,4041;0,9296;2,3463;0,2146;1,1486;0,5197;0,0753;0,2311;0,2268;0,8388;0,9365;2,8462;5,1018;0,3116;0,6031;5,6150;83;083/A/NBP/2023;;;;;;;;
02.05.2023;0,1222;4,1823;2,7994;0,5327;3,0818;2,5896;3,1312;4,5892;1,2347;4,6555;5,2162;0,1132;3,0406;0,1948;0,6157;3,0656;0,3892;0,4057;0,9310;2,3464;0,2150;1,1562;0,5184;0,0755;0,2331;0,2270;0,8382;0,9372;2,8442;5,1064;0,3118;0,6051;5,6294;84;084/A/NBP/2023;;;;;;;;
04.05.2023;0,1228;4,1547;2,7669;0,5294;3,0513;2,5899;3,1261;4,5868;1,2287;4,6792;5,2170;0,1125;3,0865;0,1953;0,6155;3,0558;0,3883;0,4048;0,9305;2,3452;0,2132;1,1406;0,5172;0,0750;0,2316;0,2271;0,8319;0,9330;2,8302;5,0784;0,3139;0,6005;5,6062;85;085/A/NBP/2023;;;;;;;;
05.05.2023;0,1233;4,1612;2,8000;0,5301;3,0821;2,6193;3,1402;4,5885;1,2288;4,6652;5,2452;0,1127;3,1014;0,1958;0,6159;3,0570;0,3920;0,4078;0,9311;2,3460;0,2134;1,1408;0,5206;0,0752;0,2323;0,2267;0,8348;0,9378;2,8355;5,0913;0,3158;0,6020;5,6029;86;086/A/NBP/2023;;;;;;;;
08.05.2023;0,1222;4,1384;2,8078;0,5273;3,0994;2,6167;3,1240;4,5671;1,2247;4,6572;5,2297;0,1120;3,0662;0,1949;0,6132;3,0427;0,3941;0,4071;0,9274;2,3351;0,2121;1,1385;0,5213;0,0749;0,2333;0,2261;0,8355;0,9327;2,8152;5,0603;0,3131;0,5982;5,6036;87;087/A/NBP/2023;;;;;;;;
09.05.2023;0,1233;4,1609;2,8116;0,5302;3,1109;2,6342;3,1365;4,5683;1,2281;4,6637;5,2458;0,1127;3,0810;0,1954;0,6135;3,0234;0,3945;0,4090;0,9281;2,3357;0,2133;1,1362;0,5214;0,0746;0,2338;0,2256;0,8306;0,9374;2,8248;5,0658;0,3138;0,6007;5,5957;88;088/A/NBP/2023;;;;;;;;
10.05.2023;0,1231;4,1532;2,8045;0,5302;3,1011;2,6294;3,1272;4,5488;1,2254;4,6633;5,2424;0,1125;3,0704;0,1942;0,6110;3,0225;0,3933;0,4064;0,9242;2,3258;0,2127;1,1327;0,5263;0,0746;0,2339;0,2208;0,8328;0,9319;2,8205;5,0599;0,3136;0,5997;5,6004;89;089/A/NBP/2023;;;;;;;;
11.05.2023;0,1226;4,1414;2,7889;0,5285;3,0884;2,6271;3,1170;4,5259;1,2209;4,6284;5,2109;0,1121;3,0722;0,1926;0,6077;3,0193;0,3927;0,4025;0,9179;2,3140;0,2117;1,1376;0,5250;0,0743;0,2356;0,2192;0,8376;0,9278;2,8126;5,0451;0,3113;0,5970;5,5706;90;090/A/NBP/2023;;;;;;;;
12.05.2023;0,1226;4,1638;2,7865;0,5310;3,0867;2,5995;3,1229;4,5444;1,2229;4,6693;5,2189;0,1127;3,0897;0,1926;0,6101;3,0276;0,3899;0,4042;0,9208;2,3235;0,2123;1,1437;0,5247;0,0746;0,2370;0,2159;0,8445;0,9304;2,8229;5,0650;0,3117;0,5992;5,5987;91;091/A/NBP/2023;;;;;;;;
