KURS;1 USD;1 EUR;1 AUD;1 CYP;1 CZK;1 DKK;1 EEK;1 HKD;100 JPY;1 CAD;1 LTL;1 LVL ;1 MTL;1 NOK;1 ZAR;1 RUB;1 SKK;100 SIT;1 CHF;1 SEK;1 UAH;100 HUF;1 GBP;1 XDR;NR TAB
14.10.2003;3,8925;4,5258;2,6689;7,7457;0,1409;0,6092;0,2892;0,5022;3,5402;2,9347;1,3108;7,0026;10,5644;0,5498;0,5536;0,129;0,1096;1,9191;2,9233;0,5041;0,7293;1,7716;6,4479;5,5165;200/A/NBP/2003
15.10.2003;3,9013;4,5592;2,6931;7,8062;0,1424;0,6137;0,2914;0,5036;3,5687;2,9387;1,3207;7,044;10,6486;0,5524;0,5595;0,1295;0,1107;1,9345;2,9506;0,5088;0,7308;1,7782;6,5229;5,5946;201/A/NBP/2003
16.10.2003;3,9681;4,6057;2,7265;7,8757;0,144;0,62;0,2944;0,5124;3,6096;2,9867;1,3343;7,1467;10,7761;0,558;0,5672;0,1318;0,1118;1,9547;2,9741;0,5152;0,7438;1,7937;6,6317;5,6498;202/A/NBP/2003
17.10.2003;3,9684;4,6021;2,7389;7,8695;0,1443;0,6195;0,2941;0,5123;3,6164;3,0159;1,3329;7,1472;10,7727;0,5582;0,5594;0,132;0,1115;1,9534;2,9702;0,5127;0,7435;1,7904;6,6399;5,6573;203/A/NBP/2003
20.10.2003;3,9505;4,6156;2,745;7,8987;0,1452;0,6211;0,2951;0,5098;3,6083;3,0023;1,3372;7,1372;10,7879;0,5587;0,5501;0,1317;0,1119;1,9589;2,9762;0,5096;0,7404;1,7993;6,6321;5,6895;204/A/NBP/2003
21.10.2003;3,9431;4,5913;2,7345;7,8692;0,1446;0,6178;0,2935;0,5085;3,5885;2,9818;1,3299;7,1051;10,7336;0,5531;0,5524;0,1318;0,1112;1,9489;2,9556;0,5074;0,7389;1,7945;6,5915;5,6447;205/A/NBP/2003
22.10.2003;3,9459;4,6127;2,7628;7,9079;0,1448;0,6206;0,2948;0,5088;3,6007;2,9952;1,3365;7,1255;10,7799;0,5583;0,5532;0,1319;0,1116;1,9581;2,9701;0,5111;0,7391;1,8001;6,6251;5,6653;206/A/NBP/2003
23.10.2003;3,9372;4,6469;2,7541;7,9509;0,1458;0,6253;0,297;0,5078;3,5921;3,0137;1,346;7,1365;10,8471;0,5641;0,5639;0,1316;0,1124;1,9731;3,0045;0,5148;0,7379;1,8117;6,6598;5,6871;207/A/NBP/2003
24.10.2003;3,945;4,6487;2,7632;7,9553;0,1449;0,6256;0,2971;0,5088;3,5975;3,0231;1,3465;7,1398;10,8602;0,5637;0,5652;0,1318;0,1124;1,9732;3,0032;0,5137;0,7392;1,8094;6,6869;5,6674;208/A/NBP/2003
27.10.2003;3,9616;4,6595;2,7874;7,9806;0,145;0,627;0,2979;0,5108;3,6535;3,0332;1,3499;7,1712;10,8892;0,5643;0,574;0,1318;0,1124;1,9781;3,0119;0,5137;0,7422;1,8065;6,7135;5,6816;209/A/NBP/2003
28.10.2003;3,9745;4,6577;2,797;7,9803;0,1456;0,6268;0,2977;0,5122;3,6624;3,0232;1,3491;7,1668;10,8939;0,5649;0,5737;0,1328;0,1126;1,9767;3,0067;0,5147;0,7443;1,8181;6,7274;5,7027;210/A/NBP/2003
29.10.2003;3,9743;4,6518;2,8096;7,9654;0,1445;0,6259;0,2973;0,512;3,6821;3,0371;1,3475;7,1776;10,9018;0,5669;0,57;0,1333;0,1126;1,9746;2,9941;0,5155;0,7446;1,8169;6,7806;5,7173;211/A/NBP/2003
30.10.2003;3,9889;4,6572;2,8236;7,989;0,1453;0,6265;0,2977;0,5141;3,6893;3,0433;1,349;7,1998;10,9119;0,5668;0,5784;0,1336;0,1128;1,9769;2,9996;0,5169;0,7475;1,8185;6,7771;5,7318;212/A/NBP/2003
31.10.2003;4,0234;4,6826;2,8369;8,0353;0,1463;0,6299;0,2993;0,5181;3,6929;3,0564;1,3563;7,2497;10,9766;0,5712;0,581;0,1346;0,1131;1,9858;3,0222;0,5175;0,7542;1,8059;6,8155;5,737;213/A/NBP/2003
03.11.2003;4,0198;4,6566;2,8473;7,9894;0,1454;0,6264;0,2976;0,5175;3,64;3,0367;1,3489;7,2151;10,9259;0,5655;0,5834;0,1345;0,1124;1,9753;2,9975;0,5127;0,7532;1,7773;6,8129;5,7367;214/A/NBP/2003
04.11.2003;4,0373;4,6249;2,8229;7,937;0,1442;0,6222;0,2956;0,5197;3,6565;3,0153;1,3396;7,2163;10,8617;0,5619;0,5816;0,1351;0,1117;1,9603;2,9657;0,5105;0,7564;1,7761;6,763;5,7035;215/A/NBP/2003
05.11.2003;3,9975;4,5812;2,8364;7,8634;0,1436;0,616;0,2927;0,5146;3,6434;3,0036;1,3262;7,1492;10,7603;0,5555;0,5781;0,134;0,1109;1,9412;2,9245;0,5071;0,7483;1,7674;6,7055;5,6754;216/A/NBP/2003
06.11.2003;4,0235;4,6068;2,8604;7,8951;0,144;0,6195;0,2944;0,5176;3,6585;3,0136;1,3341;7,1936;10,8204;0,5588;0,5774;0,135;0,1115;1,952;2,942;0,5109;0,7534;1,7811;6,7307;5,7069;217/A/NBP/2003
07.11.2003;4,0128;4,5835;2,8435;7,8693;0,1436;0,6165;0,293;0,5165;3,6415;2,9995;1,3274;7,164;10,7619;0,5562;0,5714;0,1347;0,1112;1,9422;2,9208;0,5106;0,7519;1,7807;6,6786;5,688;218/A/NBP/2003
10.11.2003;3,9903;4,5873;2,8483;7,8671;0,1434;0,6169;0,2932;0,5137;3,6646;3,0195;1,3287;7,1609;10,7595;0,5565;0,5738;0,1338;0,1112;1,9439;2,9168;0,5106;0,7477;1,7842;6,6715;5,6958;219/A/NBP/2003
12.11.2003;3,9628;4,5892;2,8339;7,871;0,1431;0,6171;0,2934;0,5106;3,6401;3,0239;1,3292;7,1261;10,7425;0,5591;0,5741;0,1328;0,1114;1,9448;2,9287;0,511;0,7427;1,7727;6,6232;5,6847;220/A/NBP/2003
13.11.2003;3,9198;4,5832;2,8273;7,8668;0,1433;0,6163;0,2929;0,5053;3,6214;3,0173;1,3274;7,0838;10,7122;0,5609;0,5726;0,1313;0,1115;1,9416;2,9174;0,5119;0,7351;1,7701;6,5936;5,645;221/A/NBP/2003
14.11.2003;3,8817;4,5726;2,7976;7,8554;0,1427;0,6148;0,2922;0,5003;3,591;2,9875;1,3242;7,038;10,6737;0,5575;0,574;0,1302;0,1116;1,9371;2,9139;0,5104;0,7278;1,7718;6,5519;5,615;222/A/NBP/2003
17.11.2003;3,8703;4,5748;2,7744;7,845;0,143;0,615;0,2923;0,4984;3,5418;2,9706;1,3253;7,0311;10,6713;0,5568;0,5763;0,1295;0,1116;1,9382;2,9332;0,5105;0,7256;1,7701;6,5406;5,599;223/A/NBP/2003
18.11.2003;3,8968;4,5869;2,7953;7,8711;0,1431;0,6166;0,2932;0,5026;3,5782;2,9774;1,3287;7,0775;10,7196;0,5598;0,5796;0,1308;0,1121;1,9432;2,9472;0,5112;0,7313;1,7843;6,6037;5,593;224/A/NBP/2003
19.11.2003;3,8694;4,6143;2,7922;7,9059;0,1448;0,6204;0,2949;0,4987;3,5662;2,973;1,3366;7,0631;10,7459;0,5642;0,5884;0,1298;0,1127;1,954;2,9766;0,5129;0,7256;1,7868;6,5642;5,6252;225/A/NBP/2003
20.11.2003;3,8783;4,6223;2,8012;7,9203;0,1451;0,6215;0,2952;0,4996;3,5534;2,9765;1,3377;7,071;10,7696;0,5652;0,5887;0,1301;0,1129;1,9564;2,9829;0,5148;0,727;1,7906;6,599;5,6052;226/A/NBP/2003
21.11.2003;3,913;4,6514;2,8254;7,9702;0,1457;0,6254;0,2973;0,5043;3,592;3,0015;1,3474;7,1335;10,8513;0,5698;0,5965;0,1313;0,1135;1,9688;3,0081;0,5183;0,7337;1,805;6,6682;5,6442;227/A/NBP/2003
24.11.2003;3,9363;4,6516;2,8449;7,9733;0,146;0,6255;0,2972;0,5076;3,6149;3,0168;1,3472;7,1618;10,8682;0,5699;0,6013;0,1325;0,1136;1,9687;2,9994;0,52;0,7387;1,8015;6,6877;5,6423;228/A/NBP/2003
25.11.2003;3,9456;4,6468;2,8338;7,9541;0,1457;0,6248;0,297;0,508;3,5919;2,9959;1,3457;7,1588;10,8621;0,5693;0,5997;0,1327;0,1132;1,9661;2,9917;0,5185;0,7393;1,7732;6,6971;5,6568;229/A/NBP/2003
26.11.2003;3,9349;4,6568;2,8303;7,9767;0,1462;0,626;0,2976;0,5065;3,5922;3,0016;1,3489;7,1555;10,8715;0,571;0,6059;0,1323;0,1137;1,9698;3,0038;0,5182;0,7372;1,7788;6,6927;5,6874;230/A/NBP/2003
27.11.2003;3,917;4,6662;2,8306;7,9832;0,1457;0,6271;0,2983;0,5041;3,5868;2,9968;1,352;7,1485;10,8516;0,5716;0,609;0,1317;0,1139;1,9739;3,0141;0,5168;0,7343;1,7739;6,7009;5,6792;231/A/NBP/2003
28.11.2003;3,935;4,7127;2,85;8,0752;0,147;0,6336;0,3011;0,5065;3,6004;3,0249;1,3651;7,1867;10,9866;0,5772;0,6146;0,1322;0,1148;1,9931;3,0469;0,5231;0,7394;1,777;6,76;5,7358;232/A/NBP/2003
01.12.2003;3,8738;4,6494;2,8152;7,9668;0,1453;0,6249;0,2972;0,4991;3,5448;2,9775;1,3467;7,0907;10,839;0,5693;0,6049;0,1304;0,1133;1,9666;2,997;0,5152;0,7265;1,7758;6,6715;5,6588;233/A/NBP/2003
02.12.2003;3,903;4,6692;2,8399;7,9918;0,1447;0,6275;0,2984;0,5025;3,5557;2,9898;1,3523;7,1302;10,889;0,572;0,6112;0,1314;0,1134;1,9749;2,9997;0,5179;0,7315;1,7055;6,7062;5,6363;234/A/NBP/2003
03.12.2003;3,8525;4,6636;2,832;7,9802;0,144;0,6267;0,2981;0,4962;3,5567;2,9704;1,3507;7,0859;10,8532;0,5723;0,6114;0,1297;0,1135;1,9724;2,9949;0,5174;0,722;1,7223;6,6623;5,6352;235/A/NBP/2003
04.12.2003;3,8385;4,6337;2,8234;7,9439;0,143;0,6227;0,2961;0,4943;3,549;2,9363;1,3419;7,0496;10,7886;0,5722;0,6192;0,1292;0,1127;1,9593;2,9746;0,5168;0,7194;1,7152;6,6163;5,58;236/A/NBP/2003
05.12.2003;3,8371;4,6318;2,8185;7,9393;0,1434;0,6225;0,296;0,4943;3,5467;2,9223;1,3414;7,0483;10,7804;0,5731;0,6058;0,1295;0,1129;1,9584;2,9724;0,5167;0,7184;1,7264;6,6051;5,5802;237/A/NBP/2003
08.12.2003;3,8186;4,6518;2,8235;7,9736;0,1441;0,6251;0,2973;0,4916;3,5487;2,9263;1,3472;7,046;10,8106;0,576;0,6036;0,1292;0,1132;1,9661;3,0015;0,5198;0,7151;1,733;6,6124;5,5978;238/A/NBP/2003
09.12.2003;3,8084;4,6708;2,8262;8,0075;0,1452;0,6276;0,2985;0,4903;3,5529;2,9347;1,3527;7,0508;10,8434;0,5758;0,5959;0,1288;0,1136;1,9741;3,0197;0,5229;0,7137;1,742;6,6229;5,5921;239/A/NBP/2003
10.12.2003;3,813;4,6529;2,8141;7,9741;0,1452;0,6252;0,2974;0,4911;3,5172;2,9093;1,3477;7,0365;10,8182;0,5719;0,5932;0,1291;0,113;1,9665;3,0078;0,5202;0,7141;1,7583;6,6243;5,5691;240/A/NBP/2003
11.12.2003;3,8227;4,6465;2,8117;7,9652;0,1449;0,6246;0,297;0,4921;3,5293;2,8991;1,3459;7,046;10,8159;0,5691;0,5917;0,1298;0,1128;1,9637;2,9934;0,5179;0,7151;1,7663;6,6483;5,5569;241/A/NBP/2003
12.12.2003;3,8035;4,6573;2,8198;7,9776;0,1448;0,6261;0,2977;0,49;3,5265;2,8923;1,349;7,04;10,8322;0,5695;0,5927;0,1294;0,1131;1,9684;3,0045;0,5188;0,7123;1,7722;6,6514;5,5804;242/A/NBP/2003
15.12.2003;3,8072;4,6565;2,8162;7,9687;0,145;0,6259;0,2976;0,4904;3,5238;2,8827;1,3488;7,0382;10,8278;0,568;0,5947;0,1295;0,1131;1,9676;2,9993;0,5184;0,7135;1,7664;6,6351;5,5687;243/A/NBP/2003
16.12.2003;3,7532;4,6344;2,7937;7,9363;0,1442;0,6229;0,2963;0,4835;3,4867;2,8525;1,3424;6,968;10,7502;0,5623;0,5953;0,1283;0,1126;1,9582;2,981;0,5126;0,7027;1,7551;6,5541;5,5424;244/A/NBP/2003
17.12.2003;3,7543;4,635;2,7854;7,9339;0,1434;0,6228;0,2962;0,4835;3,4938;2,8196;1,3426;6,9673;10,7578;0,5656;0,5862;0,1283;0,1127;1,958;2,9821;0,5138;0,7044;1,7535;6,5824;5,5201;245/A/NBP/2003
18.12.2003;3,7465;4,6566;2,777;7,9689;0,1437;0,6256;0,2977;0,4825;3,4833;2,8266;1,3488;6,9798;10,8042;0,5596;0,5688;0,1281;0,1131;1,9666;2,9929;0,5124;0,7019;1,7665;6,6145;5,5455;246/A/NBP/2003
19.12.2003;3,7406;4,6479;2,7621;7,9492;0,1434;0,6246;0,2971;0,4816;3,4735;2,8013;1,3463;6,9699;10,7902;0,5571;0,5591;0,1278;0,1131;1,9636;2,989;0,5125;0,7016;1,7727;6,6233;5,5275;247/A/NBP/2003
22.12.2003;3,7373;4,6477;2,7525;7,9441;0,143;0,6246;0,297;0,4815;3,4806;2,7952;1,3463;6,9644;10,7798;0,5576;0,5414;0,1277;0,1129;1,9632;2,989;0,5128;0,7013;1,7695;6,5953;5,518;248/A/NBP/2003
23.12.2003;3,7416;4,6483;2,7545;7,9356;0,1429;0,6247;0,2971;0,482;3,4875;2,8172;1,3465;6,9507;10,7874;0,5557;0,5451;0,1279;0,113;1,9632;2,9773;0,5098;0,7016;1,7745;6,6041;5,5172;249/A/NBP/2003
24.12.2003;3,7534;4,656;2,7755;7,9535;0,1433;0,6257;0,2976;0,4832;3,4965;2,8387;1,3487;6,9884;10,8091;0,5541;0,5501;0,1283;0,1131;1,9663;2,9843;0,5127;0,7028;1,7894;6,6268;5,5403;250/A/NBP/2003
29.12.2003;3,7433;4,6699;2,7823;7,9698;0,1435;0,6274;0,2984;0,4822;3,5003;2,8535;1,3527;6,9888;10,835;0,5551;0,554;0,127;0,1136;1,972;2,9936;0,5143;0,7017;1,7912;6,6409;5,5568;251/A/NBP/2003
30.12.2003;3,7604;4,7007;2,8076;8,0148;0,1444;0,6315;0,3004;0,4844;3,5163;2,8697;1,3616;7,027;10,8989;0,5578;0,5659;0,1285;0,1142;1,9846;3,013;0,5179;0,7053;1,8;6,6719;5,5672;252/A/NBP/2003
31.12.2003;3,7405;4,717;2,8088;8,0522;0,1448;0,6336;0,3014;0,4818;3,498;2,8964;1,3664;7,0146;10,9228;0,5604;0,5652;0,1278;0,1145;1,9916;3,0281;0,5192;0,7013;1,7983;6,6686;5,5891;253/A/NBP/2003
